"Bookings","","","","","","",""
"Booking ID","Item","Start Time","Start Date","# of Pax","Total","Net Revenue Collected","Affiliate"
"#140578217","BCNHEL06","11:30am","2022-10-21","2","€169.98","€143.98","GetYourGuide - EUR"
"#141325134","BCNBOFLA","06:00pm","2022-10-21","1","€84.99","€63.74","Expedia.com - EUR"
"#139682975","BCNBOFLA","06:00pm","2022-10-21","2","€169.98","€125.44","TripAdvisor Experiences/Viator - EUR"
"#136441179","BCNBOFLA","06:00pm","2022-10-21","3","€203.97","€150.51","TripAdvisor Experiences/Viator - EUR"
"#134809612","BCNBOFLA","06:00pm","2022-10-21","4","€339.96","€265.16","Project Expedition - EUR"
"#117523565","BCNBOFLA","06:00pm","2022-10-21","1","€79.99","€59.99","Expedia.com - EUR"
"#139154438","MADBITES","06:00pm","2022-10-21","2","€149.98","€119.98","Airbnb"
"#138522130","MADBITES","06:00pm","2022-10-21","4","€299.96","€239.96","Airbnb"
"#139078898","LISSICRO","08:00am","2022-10-22","2","€199.98","€149.98","GetYourGuide - EUR"
"#108636484","MADVALLE","08:00am","2022-10-22","2","€199.98","€159.98","Airbnb"
"#141380306","MADTRESC","08:00am","2022-10-22","4","€479.96","€353.72","TripAdvisor Experiences/Viator - EUR"
"#141167666","MADTRESC","08:00am","2022-10-22","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140955002","MADTRESC","08:00am","2022-10-22","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140004617","MADTRESC","08:00am","2022-10-22","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#139309771","MADTRESC","08:00am","2022-10-22","2","€219.98","€162.12","TripAdvisor Experiences/Viator - EUR"
"#135086009","MADTRESC","08:00am","2022-10-22","3","€359.97","€287.97","Airbnb"
"#127901415","MADTRESC","08:00am","2022-10-22","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#118166515","MADDUERO","08:00am","2022-10-22","2","€359.98","€251.98","TripAdvisor Experiences/Viator - EUR"
"#140981599","LISWINES","09:00am","2022-10-22","2","€199.98","€159.98","Airbnb"
"#140664964","BCNPENAM/PM","09:00am","2022-10-22","2","€219.98","€153.98","GetYourGuide - EUR"
"#130919250","BCNPENAM/PM","09:00am","2022-10-22","3","€299.97","€209.97","TripAdvisor Experiences/Viator - EUR"
"#140458672","MADTOWIN","09:00am","2022-10-22","2","€159.98","€124.78","Project Expedition - EUR"
"#136169179","MADTOWIN","09:00am","2022-10-22","4","€319.96","€223.96","TripAdvisor Experiences/Viator - EUR"
"#140188342","BCNSKYAM/PM","09:30am","2022-10-22","3","€389.97","€287.40","TripAdvisor Experiences/Viator - EUR"
"#131339046","BCNSKYAM/PM","09:30am","2022-10-22","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#128043138","BCNSKYAM/PM","09:30am","2022-10-22","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#135870647","BCNEBIAM/PM","10:00am","2022-10-22","3","€179.97","€136.77","GetYourGuide - EUR"
"#133578134","BCNEBIAM/PM","10:00am","2022-10-22","2","€119.98","€91.18","GetYourGuide - EUR"
"#136416776","TM-BCNESPXX","10:00am","2022-10-22","1","€90.00","€0.00","Tours for You"
"#141356907","BCNALESA/PM","10:00am","2022-10-22","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#141333674","BCNALESA/PM","10:00am","2022-10-22","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#136811403","BCNALESA/PM","10:00am","2022-10-22","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#138589481","LISCASSA","10:30am","2022-10-22","2","€199.98","€119.98","TripAdvisor Experiences/Viator - EUR"
"#140870241","BCNMOOIL","10:45am","2022-10-22","1","€84.99","€63.74","Civitatis - EUR"
"#139495335","BCNMOOIL","10:45am","2022-10-22","2","€169.98","€125.26","TripAdvisor Experiences/Viator - EUR"
"#127580264","BCNHEL06","11:30am","2022-10-22","2","€179.98","€132.64","TripAdvisor Experiences/Viator - EUR"
"#130463049","Private WE Barcelona Specialist Guide Disposal (2 hours, Half or Full Day)","03:00pm","2022-10-22","1","€150.00","€120.00","Portugal Trails"
"#137595164","BCNBOFLA","06:00pm","2022-10-22","2","€169.98","€135.98","Airbnb"
"#134929224","MADBITES","06:00pm","2022-10-22","1","€74.99","€55.26","TripAdvisor Experiences/Viator - EUR"
"#139219822","MADSEBAL","06:00am","2022-10-23","2","€479.98","€359.98","GetYourGuide - EUR"
"#140466560","MADTRESC","08:00am","2022-10-23","4","€479.96","€353.72","TripAdvisor Experiences/Viator - EUR"
"#134940212","MADTRESC","08:00am","2022-10-23","3","€359.97","€265.29","TripAdvisor Experiences/Viator - EUR"
"#122090984","MADTRESC","08:00am","2022-10-23","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#128668598","BCNMOHAM","08:30am","2022-10-23","2","€119.98","€89.98","Activities Bank (HotelBeds)"
"#133555154","LISSKYAM","09:00am","2022-10-23","1","€119.99","€89.99","Civitatis - EUR"
"#136234782","BCNPENAM/PM","09:00am","2022-10-23","2","€219.98","€175.98","Airbnb"
"#140403972","MADTOWIN","09:00am","2022-10-23","2","€159.98","€111.98","TripAdvisor Experiences/Viator - EUR"
"#132549644","BCNSKYAM/PM","09:30am","2022-10-23","2","€259.98","€207.98","Airbnb"
"#140063880","BCNEBIAM/PM","10:00am","2022-10-23","2","€119.98","€91.18","GetYourGuide - EUR"
"#139951902","BCNEBIAM/PM","10:00am","2022-10-23","4","€239.96","€176.84","TripAdvisor Experiences/Viator - EUR"
"#136416911","PR-BCNGAUAM/PM","10:00am","2022-10-23","1","€640.00","€544.00","Tours for You"
"#140375790","BCNALESA/PM","10:00am","2022-10-23","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#141150235","BCNMOOIL","10:45am","2022-10-23","1","€84.99","€62.63","TripAdvisor Experiences/Viator - EUR"
"#140759094","BCNMOOIL","10:45am","2022-10-23","6","€509.94","€375.78","TripAdvisor Experiences/Viator - EUR"
"#137965382","BCNMOOIL","10:45am","2022-10-23","2","€169.98","€118.98","GetYourGuide - EUR"
"#134635448","BCNMOOIL","10:45am","2022-10-23","2","€169.98","€118.98","GetYourGuide - EUR"
"#140917800","BCNHEL06","11:30am","2022-10-23","2","€189.98","€140.00","TripAdvisor Experiences/Viator - EUR"
"#135449625","MADBITES","11:30am","2022-10-23","2","€149.98","€112.48","GetYourGuide - EUR"
"#141397902","MADBITES","06:00pm","2022-10-23","1","€74.99","€56.24","Activities Bank (HotelBeds)"
"#141198655","MADBITES","06:00pm","2022-10-23","1","€74.99","€56.24","Activities Bank (HotelBeds)"
"#141134524","MADBITES","06:00pm","2022-10-23","2","€149.98","€112.48","GetYourGuide - EUR"
"#140303207","MADBITES","06:00pm","2022-10-23","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#140935359","MADTRESC","08:00am","2022-10-24","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140924375","MADTRESC","08:00am","2022-10-24","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140464131","MADTRESC","08:00am","2022-10-24","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#138483682","MADTRESC","08:00am","2022-10-24","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#135671768","MADTRESC","08:00am","2022-10-24","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#140569371","LISTRESC","08:00am","2022-10-24","1","€99.99","€74.99","GetYourGuide - EUR"
"#140979439","BCNMOHAM","08:30am","2022-10-24","2","€125.98","€75.58","TripAdvisor Experiences/Viator - EUR"
"#134337400","BCNMOHAM","08:30am","2022-10-24","3","€179.97","€132.63","TripAdvisor Experiences/Viator - EUR"
"#139758278","LISWINES","09:00am","2022-10-24","2","€199.98","€139.98","GetYourGuide - EUR"
"#141397634","BCNPENAM/PM","09:00am","2022-10-24","2","€219.98","€175.98","Airbnb"
"#140139687","BCNPENAM/PM","09:00am","2022-10-24","2","€199.98","€147.38","TripAdvisor Experiences/Viator - EUR"
"#128707980","BCNPENAM/PM","09:00am","2022-10-24","4","€399.96","€279.96","GetYourGuide - EUR"
"#119188034","Specials - BCTOURS","09:45am","2022-10-24","1","€0.00","€0.00",""
"#139327722","BCNALESA/PM","10:00am","2022-10-24","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#140378887","MADTOLFD","10:00am","2022-10-24","2","€279.98","€237.98","Just Explore"
"#136608795","TM-BCNGOF","10:00am","2022-10-24","1","€729.00","€518.50","Tours for You"
"#135797659","BCNMOOIL","10:45am","2022-10-24","4","€299.96","€221.04","TripAdvisor Experiences/Viator - EUR"
"#132925813","BCNMOOIL","10:45am","2022-10-24","2","€169.98","€118.98","GetYourGuide - EUR"
"#129054975","BCNMOOIL","10:45am","2022-10-24","1","€74.99","€55.26","TripAdvisor Experiences/Viator - EUR"
"#135554625","MADBITES","06:00pm","2022-10-24","2","€149.98","€112.48","Activities Bank (HotelBeds)"
"#136417012","PR-BCNBOFLA","06:00pm","2022-10-24","1","€280.00","€238.00","Tours for You"
"#139775284","MADTRESC","08:00am","2022-10-25","4","€479.96","€353.72","TripAdvisor Experiences/Viator - EUR"
"#136766619","MADTRESC","08:00am","2022-10-25","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#141351779","BCNMOHAM","08:30am","2022-10-25","1","€59.99","€38.99","GetYourGuide - EUR"
"#140382810","BCNMOHAM","08:30am","2022-10-25","1","€59.99","€38.99","GetYourGuide - EUR"
"#139208246","BCNMOHAM","08:30am","2022-10-25","3","€179.97","€116.97","GetYourGuide - EUR"
"#139486097","BCNMORAM/PM","08:30am","2022-10-25","5","€549.95","€442.15","TripAdvisor Experiences/Viator - EUR"
"#131618320","BCNMORAM/PM","08:30am","2022-10-25","2","€219.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#136609609","PR-BCNMOOIL","09:00am","2022-10-25","1","€990.00","€841.50","Tours for You"
"#132717562","MADTOWIN","09:00am","2022-10-25","2","€159.98","€111.98","TripAdvisor Experiences/Viator - EUR"
"#141000207","BCNSKYAM/PM","09:30am","2022-10-25","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#140359626","BCNSKYAM/PM","09:30am","2022-10-25","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#119188080","Specials - BCTOURS","09:45am","2022-10-25","1","€0.00","€0.00",""
"#137332812","BCNEBIAM/PM","10:00am","2022-10-25","4","€239.96","€176.84","TripAdvisor Experiences/Viator - EUR"
"#140232090","BCNALESA/PM","10:00am","2022-10-25","4","€479.96","€340.76","TripAdvisor Experiences/Viator - EUR"
"#133516411","BCNALESA/PM","10:00am","2022-10-25","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#136365876","BCNMOOIL","10:45am","2022-10-25","2","€169.98","€118.98","GetYourGuide - EUR"
"#129081070","BCNMOOIL","10:45am","2022-10-25","2","€169.98","€118.98","GetYourGuide - EUR"
"#136417104","PR-BCNGOUTP","12:00pm","2022-10-25","1","€330.00","€280.50","Tours for You"
"#112969540","BCNHEL06","12:45pm","2022-10-25","4","€356.00","€262.36","TripAdvisor Experiences/Viator - EUR"
"#137739685","BCNBOFLA","06:00pm","2022-10-25","5","€339.95","€271.95","Airbnb"
"#137605176","BCNBOFLA","06:00pm","2022-10-25","2","€135.98","€101.98","Activities Bank (HotelBeds)"
"#137595210","BCNBOFLA","06:00pm","2022-10-25","2","€135.98","€101.98","Activities Bank (HotelBeds)"
"#140464141","MADBITES","06:00pm","2022-10-25","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#136675646","MADSEBAL","06:00am","2022-10-26","2","€519.98","€381.76","TripAdvisor Experiences/Viator - EUR"
"#140394611","MADTRESC","08:00am","2022-10-26","4","€479.96","€353.72","TripAdvisor Experiences/Viator - EUR"
"#138894815","MADTRESC","08:00am","2022-10-26","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140888984","BCNMOHAM","08:30am","2022-10-26","2","€119.98","€77.98","GetYourGuide - EUR"
"#140134057","BCNMOHAM","08:30am","2022-10-26","2","€125.98","€75.58","TripAdvisor Experiences/Viator - EUR"
"#129022602","BCNMOHAM","08:30am","2022-10-26","2","€119.98","€88.42","TripAdvisor Experiences/Viator - EUR"
"#121644247","BCNMOHAM","08:30am","2022-10-26","2","€113.98","€84.00","TripAdvisor Experiences/Viator - EUR"
"#138578478","BCNMORAM/PM","08:30am","2022-10-26","1","€109.99","€87.99","Airbnb"
"#140392451","LISCOHOR","08:30am","2022-10-26","3","€269.97","€188.97","GetYourGuide - EUR"
"#140768577","LISWINES","09:00am","2022-10-26","2","€199.98","€139.98","GetYourGuide - EUR"
"#140872230","BCNPENAM/PM","09:00am","2022-10-26","2","€199.98","€153.98","TripAdvisor Experiences/Viator - EUR"
"#128795940","BCNPENAM/PM","09:00am","2022-10-26","1","€99.99","€74.99","Activities Bank (HotelBeds)"
"#138752658","MADTOWIN","09:00am","2022-10-26","2","€159.98","€111.98","TripAdvisor Experiences/Viator - EUR"
"#136417767","PR-BCNPENMO","09:00am","2022-10-26","1","€1,506.00","€1,280.10","Tours for You"
"#139109997","BCNSKYAM/PM","09:30am","2022-10-26","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#138491239","BCNEBIAM/PM","10:00am","2022-10-26","2","€119.98","€88.42","TripAdvisor Experiences/Viator - EUR"
"#141287607","BCNALESA/PM","10:00am","2022-10-26","3","€359.97","€273.57","GetYourGuide - EUR"
"#140429621","BCNALESA/PM","10:00am","2022-10-26","3","€359.97","€255.57","TripAdvisor Experiences/Viator - EUR"
"#137638474","BCNALESA/PM","10:00am","2022-10-26","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#141242771","BCNMOOIL","10:45am","2022-10-26","3","€254.97","€178.47","GetYourGuide - EUR"
"#140011308","BCNMOOIL","10:45am","2022-10-26","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#135591151","BCNMOOIL","10:45am","2022-10-26","3","€224.97","€168.72","Activities Bank (HotelBeds)"
"#113925436","BCNMOOIL","10:45am","2022-10-26","2","€139.98","€104.98","Civitatis - EUR"
"#140271540","BCNHEL06","11:30am","2022-10-26","2","€169.98","€143.98","GetYourGuide - EUR"
"#141222605","MADBITES","11:30am","2022-10-26","1","€74.99","€56.24","GetYourGuide - EUR"
"#136477899","BCNTPFUN","06:00pm","2022-10-26","2","€199.98","€147.58","TripAdvisor Experiences/Viator - EUR"
"#140609586","MADBITES","06:00pm","2022-10-26","1","€74.99","€56.24","Activities Bank (HotelBeds)"
"#136244459","LISSICAS","08:00am","2022-10-27","2","€139.98","€104.98","Civitatis - EUR"
"#140998215","MADTRESC","08:00am","2022-10-27","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#141311599","BCNMOHAM","08:30am","2022-10-27","1","€59.99","€38.99","GetYourGuide - EUR"
"#140226155","BCNMOHAM","08:30am","2022-10-27","2","€125.98","€75.58","TripAdvisor Experiences/Viator - EUR"
"#135105463","BCNPENAM/PM","09:00am","2022-10-27","3","€329.97","€230.97","GetYourGuide - EUR"
"#139326131","MADTOWIN","09:00am","2022-10-27","4","€319.96","€223.96","TripAdvisor Experiences/Viator - EUR"
"#136417612","PR-BCNDALGI","09:00am","2022-10-27","1","€1,050.00","€892.50","Tours for You"
"#140358505","BCNSKYAM/PM","09:30am","2022-10-27","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#134959661","LISCASSA","10:30am","2022-10-27","2","€199.98","€119.98","TripAdvisor Experiences/Viator - EUR"
"#140202694","BCNMOOIL","10:45am","2022-10-27","4","€339.96","€237.96","GetYourGuide - EUR"
"#139992600","BCNMOOIL","10:45am","2022-10-27","1","€84.99","€59.49","GetYourGuide - EUR"
"#139793247","BCNCOOAM","05:00pm","2022-10-27","4","€399.96","€319.96","CIT Tours"
"#135278859","BCNGOUTP","06:00pm","2022-10-27","2","€179.98","€129.58","TripAdvisor Experiences/Viator - EUR"
"#140145643","MADBITES","06:00pm","2022-10-27","2","€149.98","€112.48","GetYourGuide - EUR"
"#134277568","MADTAFLA","06:00pm","2022-10-27","2","€159.98","€119.98","Activities Bank (HotelBeds)"
"#141144630","BCNBALAM","06:00am","2022-10-28","2","€459.98","€339.00","TripAdvisor Experiences/Viator - EUR"
"#137180794","BCNBALAM","06:00am","2022-10-28","3","€689.97","€508.50","TripAdvisor Experiences/Viator - EUR"
"#140921031","MADTRESC","08:00am","2022-10-28","4","€479.96","€353.72","TripAdvisor Experiences/Viator - EUR"
"#140550840","MADTRESC","08:00am","2022-10-28","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#134277687","MADTRESC","08:00am","2022-10-28","2","€239.98","€179.98","Activities Bank (HotelBeds)"
"#132545675","MADTRESC","08:00am","2022-10-28","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#129427947","MADTRESC","08:00am","2022-10-28","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140765372","BCNMOHAM","08:30am","2022-10-28","1","€59.99","€38.99","GetYourGuide - EUR"
"#137273960","BCNMORAM/PM","08:30am","2022-10-28","2","€219.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140197754","BCNSKYAM/PM","09:30am","2022-10-28","3","€369.97","€277.47","Expedia.com - EUR"
"#136417699","TM-BCNESPXX","10:00am","2022-10-28","1","€90.00","€0.00","Tours for You"
"#139627213","BCNALEFD","10:00am","2022-10-28","2","€173.98","€128.22","TripAdvisor Experiences/Viator - EUR"
"#139987584","BCNMOOIL","10:45am","2022-10-28","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#135030048","BCNMOOIL","10:45am","2022-10-28","1","€84.99","€59.49","GetYourGuide - EUR"
"#141235262","BCNHEL06","11:30am","2022-10-28","2","€169.98","€143.98","GetYourGuide - EUR"
"#140213323","BCNSKYAM/PM","03:00pm","2022-10-28","2","€259.98","€197.58","GetYourGuide - EUR"
"#135559225","BCNBOFLA","06:00pm","2022-10-28","3","€203.97","€152.97","Activities Bank (HotelBeds)"
"#138044327","MADDUERO","08:00am","2022-10-29","6","€1,019.94","€764.94","Activities Bank (HotelBeds)"
"#138044207","MADDUERO","08:00am","2022-10-29","1","€169.99","€135.99","Airbnb"
"#138295790","BCNPENAM/PM","09:00am","2022-10-29","2","€199.98","€153.98","TripAdvisor Experiences/Viator - EUR"
"#140186776","MADTOWIN","09:00am","2022-10-29","3","€239.97","€167.97","TripAdvisor Experiences/Viator - EUR"
"#137460040","BCNSKYAM/PM","09:30am","2022-10-29","4","€519.96","€383.20","TripAdvisor Experiences/Viator - EUR"
"#137511351","BCNALESA/PM","10:00am","2022-10-29","2","€239.98","€234.40",""
"#135602878","BCNALESA/PM","10:00am","2022-10-29","6","€719.94","€703.80",""
"#138548546","BCNALEFD","10:00am","2022-10-29","2","€173.98","€139.18","Airbnb"
"#136641396","BCNMOOIL","10:45am","2022-10-29","2","€169.98","€125.26","TripAdvisor Experiences/Viator - EUR"
"#140868497","MADEBIAM/PM","11:00am","2022-10-29","2","€79.98","€58.94","TripAdvisor Experiences/Viator - EUR"
"#136362269","BCNHEL11","01:30pm","2022-10-29","2","€299.98","€224.98","GetYourGuide - EUR"
"#141240410","BCNBOFLA","06:00pm","2022-10-29","2","€169.98","€135.98","Airbnb"
"#140032558","MADVALLE","08:00am","2022-10-30","2","€199.98","€149.98","GetYourGuide - EUR"
"#128939439","MADVALLE","08:00am","2022-10-30","2","€199.98","€149.98","GetYourGuide - EUR"
"#139565686","MADTRESC","08:00am","2022-10-30","2","€239.98","€167.98","GetYourGuide - EUR"
